"","AreaName","Year","RentalRates","LandValue","CA1_3X1","CA1_3X2","CA1_3X3","CA04X12","CA04X7010","CA34X30","CA45X130","CA45X150","CA45X370","Inflation","Interest","GDPGrowth"
"947","Lee",2009,184,3825,1102133,35856,30738,12412,20395,35008,5341,96103,12576,-0.0034,3.26,-3.527471521
"948","Linn",2009,198,5201,8406822,210217,39991,42502,151195,42358,8122,181297,42897,-0.0034,3.26,-3.527471521
"949","Louisa",2009,176,4422,361243,11416,31644,19232,5522,31031,5820,108976,19467,-0.0034,3.26,-3.527471521
"950","Lucas",2009,125,2163,242196,8948,27067,-1016,5020,32688,3532,41824,-962,-0.0034,3.26,-3.527471521
"951","Lyon",2009,191,5404,426862,11557,36935,83500,6580,28992,7194,417210,84229,-0.0034,3.26,-3.527471521
"952","Madison",2009,142,3721,550010,15510,35462,39437,6626,29724,5018,100290,39748,-0.0034,3.26,-3.527471521
"953","Mahaska",2009,168,3867,748446,22364,33467,43597,11449,31522,8995,204673,43927,-0.0034,3.26,-3.527471521
"954","Marion",2009,174,3765,1090821,33468,32593,32103,22069,34738,5813,88954,32251,-0.0034,3.26,-3.527471521
"955","Marshall",2009,194,4598,1378049,40280,34212,52594,22887,35807,7639,183694,53021,-0.0034,3.26,-3.527471521
"956","Mills",2009,168,4288,651052,15056,43242,37925,6441,32144,4563,63509,38025,-0.0034,3.26,-3.527471521
"957","Mitchell",2009,166,4618,396739,10763,36861,45310,6258,32836,6505,242165,45667,-0.0034,3.26,-3.527471521
"958","Monona",2009,204,3934,353880,9247,38270,78056,4820,27322,6706,156262,78217,-0.0034,3.26,-3.527471521
"959","Monroe",2009,125,2731,271840,7924,34306,4043,5057,38079,3185,52945,4112,-0.0034,3.26,-3.527471521
"960","Montgomery",2009,169,3476,369525,10803,34206,50449,6218,31284,5260,100699,50854,-0.0034,3.26,-3.527471521
"961","Muscatine",2009,197,4673,1485415,42783,34720,17741,26706,40129,5787,125385,17939,-0.0034,3.26,-3.527471521
"962","O'Brien",2009,213,6153,548784,14412,38078,70925,9288,28181,7987,355254,71235,-0.0034,3.26,-3.527471521
"963","Osceola",2009,200,5467,241762,6509,37143,61907,3555,29914,6499,267384,62484,-0.0034,3.26,-3.527471521
"964","Page",2009,159,3195,501815,15885,31590,32678,8675,30135,6019,89225,32832,-0.0034,3.26,-3.527471521
"965","Palo Alto",2009,173,4958,362702,9510,38139,88323,5310,28314,8695,330890,88759,-0.0034,3.26,-3.527471521
"966","Plymouth",2009,177,5483,1010773,24904,40587,121325,15863,35375,9821,483110,121802,-0.0034,3.26,-3.527471521
"967","Pocahontas",2009,190,5255,306020,7395,41382,80871,4313,29518,8523,205799,81189,-0.0034,3.26,-3.527471521
"968","Polk",2009,193,4718,17973043,425737,42216,47269,335853,44590,3999,117312,47559,-0.0034,3.26,-3.527471521
"969","Pottawattamie",2009,176,4656,3293295,92395,35644,88708,49519,33354,10032,271259,89052,-0.0034,3.26,-3.527471521
"970","Poweshiek",2009,186,4197,708523,18958,37373,60851,13307,33373,8032,146913,61159,-0.0034,3.26,-3.527471521
"971","Ringgold",2009,160,2339,142335,5119,27805,4596,2914,28703,6449,84060,4723,-0.0034,3.26,-3.527471521
"972","Sac",2009,204,5405,405101,10342,39170,68514,5641,29792,7731,377782,69069,-0.0034,3.26,-3.527471521
"973","Scott",2009,191,6361,6832527,163582,41768,33022,106625,36119,5795,166161,33335,-0.0034,3.26,-3.527471521
"974","Shelby",2009,188,4625,504624,12165,41482,74573,7597,29526,7648,217894,75001,-0.0034,3.26,-3.527471521
"975","Sioux",2009,204,6028,1164133,33587,34660,126425,24602,29749,12661,1058313,127927,-0.0034,3.26,-3.527471521
"976","Story",2009,196,5379,3050518,89285,34166,78861,55864,35180,7309,183190,79201,-0.0034,3.26,-3.527471521
"977","Tama",2009,186,4625,620148,17833,34775,99504,7971,29820,11149,202961,99835,-0.0034,3.26,-3.527471521
"978","Taylor",2009,174,2530,218260,6355,34345,50076,3173,28945,6544,112288,50429,-0.0034,3.26,-3.527471521
"979","Union",2009,206,2826,389914,12527,31126,14252,8485,30546,4399,97276,14410,-0.0034,3.26,-3.527471521
"980","Van Buren",2009,155,2872,208208,7628,27295,13467,3478,29290,4871,90139,13582,-0.0034,3.26,-3.527471521
"981","Wapello",2009,173,3096,1080771,35481,30461,4465,19722,33479,4869,66911,4569,-0.0034,3.26,-3.527471521
"982","Warren",2009,170,3873,1722297,45926,37502,15547,15184,30397,5195,83619,15660,-0.0034,3.26,-3.527471521
"983","Washington",2009,195,4734,808838,21692,37287,45201,10857,28233,11722,280951,45525,-0.0034,3.26,-3.527471521
"984","Wayne",2009,123,2074,170607,6393,26687,4102,3412,26195,5677,64358,4166,-0.0034,3.26,-3.527471521
"985","Webster",2009,208,5344,1313573,38316,34283,75452,24202,34815,10285,257514,75861,-0.0034,3.26,-3.527471521
"986","Winnebago",2009,180,4522,354566,10917,32478,34657,6437,28904,7053,176226,35114,-0.0034,3.26,-3.527471521
"987","Winneshiek",2009,184,3896,715148,21025,34014,24161,15458,29921,14466,227070,24670,-0.0034,3.26,-3.527471521
"988","Woodbury",2009,196,4002,3374892,101581,33224,98479,63517,33524,9994,237923,98831,-0.0034,3.26,-3.527471521
"989","Worth",2009,174,4534,254115,7610,33392,30347,3865,29524,6126,105004,30417,-0.0034,3.26,-3.527471521
"990","Wright",2009,208,5401,532658,13262,40164,87251,7895,32539,9402,383384,88135,-0.0034,3.26,-3.527471521
"991","Adair",2010,165,3923,265718,7676,34617,22402,5082,29518,8290,138670,22774,0.0164,3.22,3.021717108
"992","Adams",2010,177,3187,156148,4028,38766,16884,2681,26925,8232,84592,17045,0.0164,3.22,3.021717108
"993","Allamakee",2010,158,3376,455221,14347,31729,30875,8816,28592,8518,148420,31311,0.0164,3.22,3.021717108
"994","Appanoose",2010,133,2196,363630,12883,28226,1523,7096,28706,6203,46023,1578,0.0164,3.22,3.021717108
"995","Audubon",2010,186,5372,259448,6115,42428,58630,3759,30143,7304,203267,59110,0.0164,3.22,3.021717108
"996","Benton",2010,208,5827,1018557,26073,39066,68016,11266,31155,12075,251769,68513,0.0164,3.22,3.021717108
"997","Black Hawk",2010,218,6394,4713215,131196,35925,41697,90240,38086,11342,184569,42098,0.0164,3.22,3.021717108
"998","Boone",2010,182,6225,1006825,26279,38313,37462,13624,35425,13046,165096,37949,0.0164,3.22,3.021717108
"999","Bremer",2010,215,5762,934925,24290,38490,32173,14093,33979,10841,167937,32384,0.0164,3.22,3.021717108
"1000","Buchanan",2010,194,5642,719723,20948,34358,59732,9580,30161,13335,270969,60176,0.0164,3.22,3.021717108
"1001","Buena Vista",2010,190,6535,740692,20327,36439,85403,13966,31496,9558,363079,85898,0.0164,3.22,3.021717108
"1002","Butler",2010,207,5657,576907,14908,38698,94664,7088,29870,13960,245812,95156,0.0164,3.22,3.021717108
"1003","Calhoun",2010,195,6536,388311,9668,40165,77262,5712,27886,10607,256673,77646,0.0164,3.22,3.021717108
"1004","Carroll",2010,198,5949,827204,20830,39712,84012,16163,31489,9125,459680,84736,0.0164,3.22,3.021717108
"1005","Cass",2010,182,4831,538765,13950,38621,58486,8551,30725,9170,162181,58838,0.0164,3.22,3.021717108
"1006","Cedar",2010,188,5362,708868,18494,38330,40748,9740,30645,11779,218422,41204,0.0164,3.22,3.021717108
"1007","Cerro Gordo",2010,199,5704,1700554,44107,38555,63286,31522,34918,13334,178262,63520,0.0164,3.22,3.021717108
"1008","Cherokee",2010,195,6061,496473,12112,40990,82775,8052,30476,6924,261276,83086,0.0164,3.22,3.021717108
"1009","Chickasaw",2010,189,4850,477193,12424,38409,47105,7568,31409,12689,249094,47561,0.0164,3.22,3.021717108
"1010","Clarke",2010,133,2429,278086,9304,29889,14493,6224,30551,6740,55453,14564,0.0164,3.22,3.021717108
"1011","Clay",2010,175,6083,668244,16648,40140,75148,12309,33861,8595,254395,75816,0.0164,3.22,3.021717108
"1012","Clayton",2010,178,4464,606380,18085,33529,41701,10991,30434,13729,267137,42196,0.0164,3.22,3.021717108
"1013","Clinton",2010,200,4473,1785839,49120,36357,48565,30321,33296,14238,242269,48999,0.0164,3.22,3.021717108
"1014","Crawford",2010,177,5427,619466,17144,36133,98613,10811,32713,8044,278361,99025,0.0164,3.22,3.021717108
"1015","Dallas",2010,178,5806,2950414,66673,44252,61522,39625,44599,9455,189268,62750,0.0164,3.22,3.021717108
"1016","Davis",2010,140,3002,218859,8776,24938,-4124,4002,28018,7135,86971,-3971,0.0164,3.22,3.021717108
"1017","Decatur",2010,139,2085,204907,8437,24287,5953,4182,24219,8310,71893,6077,0.0164,3.22,3.021717108
"1018","Delaware",2010,198,5517,626748,17785,35240,38491,10823,31776,14662,365832,38972,0.0164,3.22,3.021717108
"1019","Des Moines",2010,192,4845,1489254,40288,36965,12037,26372,35017,5460,75543,12125,0.0164,3.22,3.021717108
"1020","Dickinson",2010,166,5655,707230,16672,42420,40600,12442,30001,6429,131798,40864,0.0164,3.22,3.021717108
"1021","Dubuque",2010,217,5091,3450110,93888,36747,39857,66969,36308,11883,286735,40362,0.0164,3.22,3.021717108
"1022","Emmet",2010,170,5960,354248,10284,34447,37986,6198,30806,9014,210988,38260,0.0164,3.22,3.021717108
"1023","Fayette",2010,184,5118,670395,20864,32132,57569,11039,28379,18329,313383,58177,0.0164,3.22,3.021717108
"1024","Floyd",2010,169,5439,561163,16312,34402,43635,8301,32120,13669,190522,44024,0.0164,3.22,3.021717108
"1025","Franklin",2010,206,5778,429653,10691,40188,86064,6841,33937,15766,329875,86627,0.0164,3.22,3.021717108
"1026","Fremont",2010,160,4586,297948,7430,40101,39072,4385,34477,13375,84349,39272,0.0164,3.22,3.021717108
"1027","Greene",2010,177,5701,359791,9334,38546,44597,5258,32180,12029,220353,44900,0.0164,3.22,3.021717108
"1028","Grundy",2010,226,6452,549267,12454,44104,74602,6321,35381,8755,241115,75144,0.0164,3.22,3.021717108
"1029","Guthrie",2010,176,4933,407308,10959,37167,50588,5236,31234,9933,188506,51134,0.0164,3.22,3.021717108
"1030","Hamilton",2010,218,6634,595872,15650,38075,91192,9626,31890,15020,336461,92102,0.0164,3.22,3.021717108
"1031","Hancock",2010,196,5810,436775,11318,38591,64702,9091,34570,11138,293333,65227,0.0164,3.22,3.021717108
"1032","Hardin",2010,196,5987,695188,17536,39643,118416,10373,31817,14042,389757,119230,0.0164,3.22,3.021717108
"1033","Harrison",2010,196,5151,563271,14922,37748,50697,6804,31565,8023,138301,50914,0.0164,3.22,3.021717108
"1034","Henry",2010,178,4484,631272,20131,31358,11483,12471,34175,9383,127355,11700,0.0164,3.22,3.021717108
"1035","Howard",2010,167,4364,342413,9560,35817,51981,6524,30209,10687,193736,52348,0.0164,3.22,3.021717108
"1036","Humboldt",2010,196,6379,364064,9807,37123,27997,6222,31436,8761,163211,28188,0.0164,3.22,3.021717108
"1037","Ida",2010,232,5847,318667,7077,45029,63418,5074,34957,5967,166024,63746,0.0164,3.22,3.021717108
"1038","Iowa",2010,193,4965,617521,16338,37797,32986,12613,33150,12604,200167,33454,0.0164,3.22,3.021717108
"1039","Jackson",2010,180,4183,658612,19848,33183,24598,9807,28271,9856,159411,24963,0.0164,3.22,3.021717108
"1040","Jasper",2010,180,5102,1169711,36816,31772,69570,16395,33398,10888,227050,69972,0.0164,3.22,3.021717108
"1041","Jefferson",2010,173,3562,510823,16800,30406,7504,11499,31783,9576,81524,7630,0.0164,3.22,3.021717108
"1042","Johnson",2010,182,5750,5197996,131238,39607,46431,103548,37794,10857,197349,46910,0.0164,3.22,3.021717108
"1043","Jones",2010,211,4584,634970,20673,30715,33096,9641,30105,13281,214563,33469,0.0164,3.22,3.021717108
"1044","Keokuk",2010,182,4300,344120,10501,32770,15987,4787,28439,14942,161609,16198,0.0164,3.22,3.021717108
"1045","Kossuth",2010,191,6194,716398,15519,46163,127525,10361,31734,20378,477498,128378,0.0164,3.22,3.021717108
"1046","Lee",2010,154,4243,1124272,35842,31367,4679,20368,36205,5993,98652,4885,0.0164,3.22,3.021717108
"1047","Linn",2010,206,5676,8687204,211564,41062,34068,151711,43576,10956,187210,34564,0.0164,3.22,3.021717108
"1048","Louisa",2010,173,5019,366203,11374,32197,14444,5419,32553,7527,112572,14739,0.0164,3.22,3.021717108
"1049","Lucas",2010,125,2305,245817,8895,27635,-775,4991,32732,5398,43353,-707,0.0164,3.22,3.021717108
"1050","Lyon",2010,206,6277,437876,11585,37797,101156,6686,29756,6370,442070,102072,0.0164,3.22,3.021717108
"1051","Madison",2010,143,4359,560268,15733,35611,31633,6634,30235,7727,102348,32023,0.0164,3.22,3.021717108
"1052","Mahaska",2010,176,4446,751698,22399,33559,26035,11425,32256,12588,215143,26450,0.0164,3.22,3.021717108
"1053","Marion",2010,174,4175,1092644,33261,32851,16455,21672,36017,10155,91607,16641,0.0164,3.22,3.021717108
"1054","Marshall",2010,200,5478,1410249,40706,34645,53121,22622,36179,10178,189193,53656,0.0164,3.22,3.021717108
"1055","Mills",2010,177,5121,645055,15060,42832,33166,6419,32399,9049,65258,33291,0.0164,3.22,3.021717108
"1056","Mitchell",2010,175,5392,413894,10797,38334,68014,6027,32708,9288,252428,68461,0.0164,3.22,3.021717108
"1057","Monona",2010,197,4676,342058,9238,37027,58266,4780,28064,6793,162302,58468,0.0164,3.22,3.021717108
"1058","Monroe",2010,154,3055,274736,7984,34411,790,5050,39676,6787,54701,877,0.0164,3.22,3.021717108
"1059","Montgomery",2010,182,4151,372505,10714,34768,47169,6072,32423,9826,102954,47676,0.0164,3.22,3.021717108
"1060","Muscatine",2010,190,5114,1542609,42732,36100,11309,26570,41156,8462,128860,11557,0.0164,3.22,3.021717108
"1061","O'Brien",2010,219,7148,567014,14386,39414,77631,9266,28891,7760,375408,78019,0.0164,3.22,3.021717108
"1062","Osceola",2010,201,6350,253835,6448,39366,71582,3551,29981,5994,278317,72306,0.0164,3.22,3.021717108
"1063","Page",2010,160,3816,509421,15933,31973,36822,8595,30605,12063,92151,37015,0.0164,3.22,3.021717108
"1064","Palo Alto",2010,169,5954,357440,9397,38038,85113,5222,28961,10052,344696,85659,0.0164,3.22,3.021717108
"1065","Plymouth",2010,188,6462,1030632,24993,41237,125061,15873,36080,9539,510699,125660,0.0164,3.22,3.021717108
"1066","Pocahontas",2010,177,6345,289686,7283,39776,62064,4241,30208,9057,212852,62463,0.0164,3.22,3.021717108
"1067","Polk",2010,185,5554,18462461,432256,42712,20257,333831,45831,7865,120930,20621,0.0164,3.22,3.021717108
"1068","Pottawattamie",2010,183,5553,3349120,93385,35864,68849,49151,33662,16695,286729,69280,0.0164,3.22,3.021717108
"1069","Poweshiek",2010,184,4979,717589,18899,37970,43777,13441,34866,10762,150450,44163,0.0164,3.22,3.021717108
"1070","Ringgold",2010,166,2609,147989,5137,28808,7033,2918,28431,9404,87017,7193,0.0164,3.22,3.021717108
"1071","Sac",2010,198,6328,429322,10349,41484,85171,5672,30260,8183,396645,85867,0.0164,3.22,3.021717108
"1072","Scott",2010,213,6699,7272593,165759,43874,16140,106640,37233,6837,170704,16532,0.0164,3.22,3.021717108
"1073","Shelby",2010,197,5506,502629,12173,41290,61096,7582,30521,7813,227017,61633,0.0164,3.22,3.021717108
"1074","Sioux",2010,200,7048,1265408,33726,37520,182887,24910,30484,10174,1138337,184772,0.0164,3.22,3.021717108
"1075","Story",2010,199,6434,3155673,89567,35233,58797,55688,35627,13520,189597,59224,0.0164,3.22,3.021717108
"1076","Tama",2010,189,5502,621814,17743,35046,93185,7899,30125,15214,211100,93602,0.0164,3.22,3.021717108
"1077","Taylor",2010,197,2929,227752,6313,36077,54797,3214,29583,10380,116230,55240,0.0164,3.22,3.021717108
"1078","Union",2010,189,3147,407776,12517,32578,13992,8771,31321,7779,101774,14190,0.0164,3.22,3.021717108
"1079","Van Buren",2010,151,3196,208092,7559,27529,9951,3489,29891,6398,93191,10096,0.0164,3.22,3.021717108
"1080","Wapello",2010,160,3569,1089809,35625,30591,-1870,19609,33536,8025,69096,-1740,0.0164,3.22,3.021717108
"1081","Warren",2010,177,4318,1774629,46317,38315,5287,15103,31067,10106,86226,5430,0.0164,3.22,3.021717108
"1082","Washington",2010,182,5588,813764,21712,37480,38436,10879,28964,14967,290829,38843,0.0164,3.22,3.021717108
"1083","Wayne",2010,123,2210,175545,6408,27395,3650,3473,27361,11315,66381,3730,0.0164,3.22,3.021717108
"1084","Webster",2010,205,6438,1313181,37884,34663,73887,23450,35610,14703,263931,74399,0.0164,3.22,3.021717108
"1085","Winnebago",2010,182,5443,365000,10840,33672,38131,6446,29508,8064,179811,38705,0.0164,3.22,3.021717108
"1086","Winneshiek",2010,190,4350,774029,21057,36759,44001,15354,30611,15301,234614,44641,0.0164,3.22,3.021717108
"1087","Woodbury",2010,205,4754,3487687,102336,34081,78659,62685,34562,10961,249476,79100,0.0164,3.22,3.021717108
"1088","Worth",2010,169,5376,267021,7585,35204,41424,3797,29608,7644,107715,41512,0.0164,3.22,3.021717108
"1089","Wright",2010,207,6553,541374,13194,41032,89072,7848,33347,14135,391890,90183,0.0164,3.22,3.021717108
